Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2017,14047,010010000,COUNTY OF COOK,0.496,15.254
2017,14047,010010001,CONSOLIDATED ELECTIONS,0.031,15.254
2017,14047,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.254
2017,14047,020050000,TOWN CALUMET,0.412,15.254
2017,14047,020050002,GENERAL ASSISTANCE CALUMET,0.106,15.254
2017,14047,020050003,ROAD AND BRIDGE CALUMET,0.134,15.254
2017,14047,030110000,CITY OF   BLUE ISLAND,2.955,15.254
2017,14047,030110001,CITY OF BLUE ISLAND LIBRARY FUND,0.516,15.254
2017,14047,030110503,TIF CITY OF BLUE ISLAND-4,0.000,15.254
2017,14047,040850000,SCHOOL DISTRICT  130,5.401,15.254
2017,14047,042180000,COMMUNITY HIGH SCHOOL  218,3.719,15.254
2017,14047,043080000,MORAINE VALLEY COMM COLL DISTR 524,0.365,15.254
2017,14047,050100000,BLUE ISLAND PARK DISTRICT,0.639,15.254
2017,14047,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.254
2017,14047,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.254
2017,15001,010010000,COUNTY OF COOK,0.496,15.445
2017,15001,010010001,CONSOLIDATED ELECTIONS,0.031,15.445
2017,15001,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.445
2017,15001,020060000,TOWN OF CICERO,6.029,15.445
2017,15001,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.445
2017,15001,020060002,GENERAL ASSISTANCE CICERO,0.024,15.445
2017,15001,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.445
2017,15001,040600000,SCHOOL DISTRICT  99,4.111,15.445
2017,15001,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.445
2017,15001,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.445
2017,15001,050220000,CLYDE PARK DISTRICT,0.460,15.445
2017,15001,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.445
2017,15002,010010000,COUNTY OF COOK,0.496,15.685
2017,15002,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15002,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15002,020060000,TOWN OF CICERO,6.029,15.685
2017,15002,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15002,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15002,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15002,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15002,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15002,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15002,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15002,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,15003,010010000,COUNTY OF COOK,0.496,15.445
2017,15003,010010001,CONSOLIDATED ELECTIONS,0.031,15.445
2017,15003,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.445
2017,15003,020060000,TOWN OF CICERO,6.029,15.445
2017,15003,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.445
2017,15003,020060002,GENERAL ASSISTANCE CICERO,0.024,15.445
2017,15003,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.445
2017,15003,020060100,TOWN OF CICERO SPECIAL SERVICE AREA #2,0.000,15.445
2017,15003,040600000,SCHOOL DISTRICT  99,4.111,15.445
2017,15003,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.445
2017,15003,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.445
2017,15003,050220000,CLYDE PARK DISTRICT,0.460,15.445
2017,15003,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.445
2017,15004,010010000,COUNTY OF COOK,0.496,15.445
2017,15004,010010001,CONSOLIDATED ELECTIONS,0.031,15.445
2017,15004,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.445
2017,15004,020060000,TOWN OF CICERO,6.029,15.445
2017,15004,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.445
2017,15004,020060002,GENERAL ASSISTANCE CICERO,0.024,15.445
2017,15004,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.445
2017,15004,020060500,TIF TOWN OF CICERO,0.000,15.445
2017,15004,040600000,SCHOOL DISTRICT  99,4.111,15.445
2017,15004,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.445
2017,15004,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.445
2017,15004,050220000,CLYDE PARK DISTRICT,0.460,15.445
2017,15004,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.445
2017,15005,010010000,COUNTY OF COOK,0.496,15.685
2017,15005,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15005,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15005,020060000,TOWN OF CICERO,6.029,15.685
2017,15005,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15005,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15005,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15005,020060500,TIF TOWN OF CICERO,0.000,15.685
2017,15005,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15005,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15005,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15005,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15005,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,15006,010010000,COUNTY OF COOK,0.496,15.445
2017,15006,010010001,CONSOLIDATED ELECTIONS,0.031,15.445
2017,15006,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.445
2017,15006,020060000,TOWN OF CICERO,6.029,15.445
2017,15006,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.445
2017,15006,020060002,GENERAL ASSISTANCE CICERO,0.024,15.445
2017,15006,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.445
2017,15006,020060501,TIF TOWN OF CICERO-LARAMIE/25TH ST,0.000,15.445
2017,15006,040600000,SCHOOL DISTRICT  99,4.111,15.445
2017,15006,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.445
2017,15006,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.445
2017,15006,050220000,CLYDE PARK DISTRICT,0.460,15.445
2017,15006,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.445
2017,15007,010010000,COUNTY OF COOK,0.496,15.685
2017,15007,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15007,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15007,020060000,TOWN OF CICERO,6.029,15.685
2017,15007,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15007,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15007,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15007,020060501,TIF TOWN OF CICERO-LARAMIE/25TH ST,0.000,15.685
2017,15007,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15007,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15007,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15007,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15007,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,15008,010010000,COUNTY OF COOK,0.496,15.445
2017,15008,010010001,CONSOLIDATED ELECTIONS,0.031,15.445
2017,15008,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.445
2017,15008,020060000,TOWN OF CICERO,6.029,15.445
2017,15008,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.445
2017,15008,020060002,GENERAL ASSISTANCE CICERO,0.024,15.445
2017,15008,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.445
2017,15008,020060502,TIF TOWN OF CICERO-54TH AVE,0.000,15.445
2017,15008,040600000,SCHOOL DISTRICT  99,4.111,15.445
2017,15008,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.445
2017,15008,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.445
2017,15008,050220000,CLYDE PARK DISTRICT,0.460,15.445
2017,15008,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.445
2017,15009,010010000,COUNTY OF COOK,0.496,15.685
2017,15009,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15009,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15009,020060000,TOWN OF CICERO,6.029,15.685
2017,15009,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15009,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15009,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15009,020060503,TIF TOWN OF CICERO-TOWN SQUARE,0.000,15.685
2017,15009,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15009,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15009,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15009,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15009,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,15010,010010000,COUNTY OF COOK,0.496,15.685
2017,15010,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15010,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15010,020060000,TOWN OF CICERO,6.029,15.685
2017,15010,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15010,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15010,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15010,020060503,TIF TOWN OF CICERO-TOWN SQUARE,0.000,15.685
2017,15010,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15010,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15010,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15010,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15010,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,15011,010010000,COUNTY OF COOK,0.496,15.685
2017,15011,010010001,CONSOLIDATED ELECTIONS,0.031,15.685
2017,15011,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.685
2017,15011,020060000,TOWN OF CICERO,6.029,15.685
2017,15011,020060001,TOWN OF CICERO LIBRARY FUND,0.279,15.685
2017,15011,020060002,GENERAL ASSISTANCE CICERO,0.024,15.685
2017,15011,020060004,CICERO COMM MENTAL HLTH FD,0.093,15.685
2017,15011,020060503,TIF TOWN OF CICERO-TOWN SQUARE,0.000,15.685
2017,15011,040600000,SCHOOL DISTRICT  99,4.111,15.685
2017,15011,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,2.875,15.685
2017,15011,043100000,MORTON COMMUNITY COLLEGE DIST 527,0.583,15.685
2017,15011,050440000,HAWTHORNE PARK DISTRICT,0.700,15.685
2017,15011,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.685
2017,16001,010010000,COUNTY OF COOK,0.496,8.664
2017,16001,010010001,CONSOLIDATED ELECTIONS,0.031,8.664
2017,16001,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.664
2017,16001,020070000,TOWN ELK GROVE,0.065,8.664
2017,16001,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,8.664
2017,16001,020070003,ROAD AND BRIDGE ELK GROVE,0.016,8.664
2017,16001,040030000,SCHOOL DISTRICT C C  15,3.618,8.664
2017,16001,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,8.664
2017,16001,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.664
2017,16001,070390000,PALATINE RURAL FIRE PROTECTION DISTRICT,0.963,8.664
2017,16001,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.664
2017,16001,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.664
2017,16003,010010000,COUNTY OF COOK,0.496,8.913
2017,16003,010010001,CONSOLIDATED ELECTIONS,0.031,8.913
2017,16003,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.913
2017,16003,020070000,TOWN ELK GROVE,0.065,8.913
2017,16003,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,8.913
2017,16003,020070003,ROAD AND BRIDGE ELK GROVE,0.016,8.913
2017,16003,040230000,SCHOOL DISTRICT C C  59,3.031,8.913
2017,16003,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,8.913
2017,16003,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.913
2017,16003,050020000,ARLINGTON HEIGHTS PARK DISTRICT,0.494,8.913
2017,16003,070100000,ELK GROVE RURAL FIRE PROTECTION DISTRICT,1.305,8.913
2017,16003,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.913
2017,16003,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.913
2017,16004,010010000,COUNTY OF COOK,0.496,8.077
2017,16004,010010001,CONSOLIDATED ELECTIONS,0.031,8.077
2017,16004,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.077
2017,16004,020070000,TOWN ELK GROVE,0.065,8.077
2017,16004,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,8.077
2017,16004,020070003,ROAD AND BRIDGE ELK GROVE,0.016,8.077
2017,16004,040230000,SCHOOL DISTRICT C C  59,3.031,8.077
2017,16004,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,8.077
2017,16004,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.077
2017,16004,070390000,PALATINE RURAL FIRE PROTECTION DISTRICT,0.963,8.077
2017,16004,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.077
2017,16004,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.077
2017,16005,010010000,COUNTY OF COOK,0.496,9.717
2017,16005,010010001,CONSOLIDATED ELECTIONS,0.031,9.717
2017,16005,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.717
2017,16005,020070000,TOWN ELK GROVE,0.065,9.717
2017,16005,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,9.717
2017,16005,020070003,ROAD AND BRIDGE ELK GROVE,0.016,9.717
2017,16005,040220000,SCHOOL DISTRICT  57,3.720,9.717
2017,16005,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,9.717
2017,16005,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,9.717
2017,16005,050670000,MT PROSPECT PARK DISTRICT,0.609,9.717
2017,16005,070100000,ELK GROVE RURAL FIRE PROTECTION DISTRICT,1.305,9.717
2017,16005,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.717
2017,16005,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.717
2017,16006,010010000,COUNTY OF COOK,0.496,10.074
2017,16006,010010001,CONSOLIDATED ELECTIONS,0.031,10.074
2017,16006,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.074
2017,16006,020070000,TOWN ELK GROVE,0.065,10.074
2017,16006,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,10.074
2017,16006,020070003,ROAD AND BRIDGE ELK GROVE,0.016,10.074
2017,16006,031110000,CITY OF   ROLLING MEADOWS,1.787,10.074
2017,16006,031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,0.494,10.074
2017,16006,040230000,SCHOOL DISTRICT C C  59,3.031,10.074
2017,16006,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,10.074
2017,16006,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,10.074
2017,16006,050930000,ROLLING MEADOWS PARK DISTRICT,0.679,10.074
2017,16006,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,10.074
2017,16006,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,10.074
2017,16007,010010000,COUNTY OF COOK,0.496,9.550
2017,16007,010010001,CONSOLIDATED ELECTIONS,0.031,9.550
2017,16007,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.550
2017,16007,020070000,TOWN ELK GROVE,0.065,9.550
2017,16007,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,9.550
2017,16007,020070003,ROAD AND BRIDGE ELK GROVE,0.016,9.550
2017,16007,030820000,VILLAGE OF   MT PROSPECT,1.143,9.550
2017,16007,030820001,VILLAGE OF MOUNT PROSPECT LIBRARY FUND,0.681,9.550
2017,16007,030820104,VIL MT PROSPECT SPEC SERV AREA5,0.118,9.550
2017,16007,040230000,SCHOOL DISTRICT C C  59,3.031,9.550
2017,16007,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,9.550
2017,16007,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,9.550
2017,16007,050020000,ARLINGTON HEIGHTS PARK DISTRICT,0.494,9.550
2017,16007,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.550
2017,16007,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.550
2017,16009,010010000,COUNTY OF COOK,0.496,7.114
2017,16009,010010001,CONSOLIDATED ELECTIONS,0.031,7.114
2017,16009,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.114
2017,16009,020070000,TOWN ELK GROVE,0.065,7.114
2017,16009,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,7.114
2017,16009,020070003,ROAD AND BRIDGE ELK GROVE,0.016,7.114
2017,16009,040230000,SCHOOL DISTRICT C C  59,3.031,7.114
2017,16009,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,7.114
2017,16009,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.114
2017,16009,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,7.114
2017,16009,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.114
2017,16011,010010000,COUNTY OF COOK,0.496,10.108
2017,16011,010010001,CONSOLIDATED ELECTIONS,0.031,10.108
2017,16011,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.108
2017,16011,020070000,TOWN ELK GROVE,0.065,10.108
2017,16011,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,10.108
2017,16011,020070003,ROAD AND BRIDGE ELK GROVE,0.016,10.108
2017,16011,030020000,VILLAGE OF ARLINGTON HEIGHTS,1.217,10.108
2017,16011,030020001,VILLAGE OF ARLINGTON HTS LIBRARY FUND,0.479,10.108
2017,16011,040220000,SCHOOL DISTRICT  57,3.720,10.108
2017,16011,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,10.108
2017,16011,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,10.108
2017,16011,050670000,MT PROSPECT PARK DISTRICT,0.609,10.108
2017,16011,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,10.108
2017,16011,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,10.108
2017,16012,010010000,COUNTY OF COOK,0.496,9.950
2017,16012,010010001,CONSOLIDATED ELECTIONS,0.031,9.950
2017,16012,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.950
2017,16012,020070000,TOWN ELK GROVE,0.065,9.950
2017,16012,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,9.950
2017,16012,020070003,ROAD AND BRIDGE ELK GROVE,0.016,9.950
2017,16012,030290000,CITY OF   DES PLAINES,1.216,9.950
2017,16012,030290001,CITY OF DES PLAINES LIBRARY FUND,0.322,9.950
2017,16012,040220000,SCHOOL DISTRICT  57,3.720,9.950
2017,16012,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,9.950
2017,16012,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,9.950
2017,16012,050670000,MT PROSPECT PARK DISTRICT,0.609,9.950
2017,16012,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.950
2017,16012,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.950
2017,16013,010010000,COUNTY OF COOK,0.496,9.761
2017,16013,010010001,CONSOLIDATED ELECTIONS,0.031,9.761
2017,16013,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.761
2017,16013,020070000,TOWN ELK GROVE,0.065,9.761
2017,16013,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,9.761
2017,16013,020070003,ROAD AND BRIDGE ELK GROVE,0.016,9.761
2017,16013,030020000,VILLAGE OF ARLINGTON HEIGHTS,1.217,9.761
2017,16013,030020001,VILLAGE OF ARLINGTON HTS LIBRARY FUND,0.479,9.761
2017,16013,040070000,SCHOOL DISTRICT 25,3.488,9.761
2017,16013,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,9.761
2017,16013,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,9.761
2017,16013,050020000,ARLINGTON HEIGHTS PARK DISTRICT,0.494,9.761
2017,16013,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.761
2017,16013,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.761
2017,16014,010010000,COUNTY OF COOK,0.496,8.902
2017,16014,010010001,CONSOLIDATED ELECTIONS,0.031,8.902
2017,16014,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.902
2017,16014,020070000,TOWN ELK GROVE,0.065,8.902
2017,16014,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,8.902
2017,16014,020070003,ROAD AND BRIDGE ELK GROVE,0.016,8.902
2017,16014,031150000,VILLAGE OF SCHAUMBURG,0.616,8.902
2017,16014,040210000,SCHOOL DISTRICT C C  54,3.844,8.902
2017,16014,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,2.922,8.902
2017,16014,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.902
2017,16014,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.902
2017,16014,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.902
2017,16015,010010000,COUNTY OF COOK,0.496,8.676
2017,16015,010010001,CONSOLIDATED ELECTIONS,0.031,8.676
2017,16015,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.676
2017,16015,020070000,TOWN ELK GROVE,0.065,8.676
2017,16015,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,8.676
2017,16015,020070003,ROAD AND BRIDGE ELK GROVE,0.016,8.676
2017,16015,031150000,VILLAGE OF SCHAUMBURG,0.616,8.676
2017,16015,040030000,SCHOOL DISTRICT C C  15,3.618,8.676
2017,16015,042130000,PALATINE TOWNSHIP HIGH SCHOOL  211,2.922,8.676
2017,16015,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,8.676
2017,16015,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.676
2017,16015,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,8.676
2017,16016,010010000,COUNTY OF COOK,0.496,10.354
2017,16016,010010001,CONSOLIDATED ELECTIONS,0.031,10.354
2017,16016,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.354
2017,16016,020070000,TOWN ELK GROVE,0.065,10.354
2017,16016,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,10.354
2017,16016,020070003,ROAD AND BRIDGE ELK GROVE,0.016,10.354
2017,16016,030820000,VILLAGE OF   MT PROSPECT,1.143,10.354
2017,16016,030820001,VILLAGE OF MOUNT PROSPECT LIBRARY FUND,0.681,10.354
2017,16016,030820104,VIL MT PROSPECT SPEC SERV AREA5,0.118,10.354
2017,16016,040220000,SCHOOL DISTRICT  57,3.720,10.354
2017,16016,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,10.354
2017,16016,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,10.354
2017,16016,050670000,MT PROSPECT PARK DISTRICT,0.609,10.354
2017,16016,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,10.354
2017,16016,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,10.354
2017,16017,010010000,COUNTY OF COOK,0.496,9.304
2017,16017,010010001,CONSOLIDATED ELECTIONS,0.031,9.304
2017,16017,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,9.304
2017,16017,020070000,TOWN ELK GROVE,0.065,9.304
2017,16017,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,9.304
2017,16017,020070003,ROAD AND BRIDGE ELK GROVE,0.016,9.304
2017,16017,030020000,VILLAGE OF ARLINGTON HEIGHTS,1.217,9.304
2017,16017,030020001,VILLAGE OF ARLINGTON HTS LIBRARY FUND,0.479,9.304
2017,16017,040230000,SCHOOL DISTRICT C C  59,3.031,9.304
2017,16017,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,9.304
2017,16017,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,9.304
2017,16017,050020000,ARLINGTON HEIGHTS PARK DISTRICT,0.494,9.304
2017,16017,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,9.304
2017,16017,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,9.304
2017,16020,010010000,COUNTY OF COOK,0.496,7.696
2017,16020,010010001,CONSOLIDATED ELECTIONS,0.031,7.696
2017,16020,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,7.696
2017,16020,020070000,TOWN ELK GROVE,0.065,7.696
2017,16020,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,7.696
2017,16020,020070003,ROAD AND BRIDGE ELK GROVE,0.016,7.696
2017,16020,040230000,SCHOOL DISTRICT C C  59,3.031,7.696
2017,16020,042150000,ARLINGTON HTS TWNSHP H S 214,2.563,7.696
2017,16020,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,0.425,7.696
2017,16020,070500000,ROSELLE FIRE PROTECTION DISTRICT,0.582,7.696
2017,16020,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,7.696
2017,16020,090030000,NORTHWEST MOSQUITO ABATEMENT DISTRICT,0.010,7.696
2017,16021,010010000,COUNTY OF COOK,0.496,10.007
2017,16021,010010001,CONSOLIDATED ELECTIONS,0.031,10.007
2017,16021,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,10.007
2017,16021,020070000,TOWN ELK GROVE,0.065,10.007
2017,16021,020070002,GENERAL ASSISTANCE ELK GROVE,0.013,10.007
2017,16021,020070003,ROAD AND BRIDGE ELK GROVE,0.016,10.007
2017,16021,030820000,VILLAGE OF   MT PROSPECT,1.143,10.007
