Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate
2017,32125,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32125,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32126,010010000,COUNTY OF COOK,0.496,14.599
2017,32126,010010001,CONSOLIDATED ELECTIONS,0.031,14.599
2017,32126,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,14.599
2017,32126,020230000,TOWN RICH,0.262,14.599
2017,32126,020230002,GENERAL ASSISTANCE RICH,0.046,14.599
2017,32126,020230003,ROAD AND BRIDGE RICH,0.097,14.599
2017,32126,041160000,SCHOOL DISTRICT 162,6.413,14.599
2017,32126,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,14.599
2017,32126,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,14.599
2017,32126,070520000,SUNNYCREST FIRE PROTECTION DISTRICT,0.806,14.599
2017,32126,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,0.000,14.599
2017,32126,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,14.599
2017,32127,010010000,COUNTY OF COOK,0.496,16.768
2017,32127,010010001,CONSOLIDATED ELECTIONS,0.031,16.768
2017,32127,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.768
2017,32127,020230000,TOWN RICH,0.262,16.768
2017,32127,020230002,GENERAL ASSISTANCE RICH,0.046,16.768
2017,32127,020230003,ROAD AND BRIDGE RICH,0.097,16.768
2017,32127,030740000,VILLAGE OF   MATTESON,1.938,16.768
2017,32127,041160000,SCHOOL DISTRICT 162,6.413,16.768
2017,32127,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.768
2017,32127,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.768
2017,32127,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,16.768
2017,32127,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,0.000,16.768
2017,32127,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.768
2017,32127,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.768
2017,32129,010010000,COUNTY OF COOK,0.496,18.310
2017,32129,010010001,CONSOLIDATED ELECTIONS,0.031,18.310
2017,32129,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.310
2017,32129,020230000,TOWN RICH,0.262,18.310
2017,32129,020230002,GENERAL ASSISTANCE RICH,0.046,18.310
2017,32129,020230003,ROAD AND BRIDGE RICH,0.097,18.310
2017,32129,030740000,VILLAGE OF   MATTESON,1.938,18.310
2017,32129,041130000,SCHOOL DISTRICT 159,7.316,18.310
2017,32129,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.310
2017,32129,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.310
2017,32129,050380000,FRANKFORT SQUARE PARK DISTRICT,0.639,18.310
2017,32129,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,18.310
2017,32129,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.310
2017,32129,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.310
2017,32130,010010000,COUNTY OF COOK,0.496,17.124
2017,32130,010010001,CONSOLIDATED ELECTIONS,0.031,17.124
2017,32130,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.124
2017,32130,020230000,TOWN RICH,0.262,17.124
2017,32130,020230002,GENERAL ASSISTANCE RICH,0.046,17.124
2017,32130,020230003,ROAD AND BRIDGE RICH,0.097,17.124
2017,32130,031050000,VILLAGE OF   RICHTON PARK,2.026,17.124
2017,32130,031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,0.000,17.124
2017,32130,041130000,SCHOOL DISTRICT 159,7.316,17.124
2017,32130,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.124
2017,32130,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.124
2017,32130,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.124
2017,32130,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.124
2017,32131,010010000,COUNTY OF COOK,0.496,18.085
2017,32131,010010001,CONSOLIDATED ELECTIONS,0.031,18.085
2017,32131,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.085
2017,32131,020230000,TOWN RICH,0.262,18.085
2017,32131,020230002,GENERAL ASSISTANCE RICH,0.046,18.085
2017,32131,020230003,ROAD AND BRIDGE RICH,0.097,18.085
2017,32131,031050000,VILLAGE OF   RICHTON PARK,2.026,18.085
2017,32131,031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,0.000,18.085
2017,32131,041130000,SCHOOL DISTRICT 159,7.316,18.085
2017,32131,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.085
2017,32131,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.085
2017,32131,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,18.085
2017,32131,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32131,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32132,010010000,COUNTY OF COOK,0.496,17.124
2017,32132,010010001,CONSOLIDATED ELECTIONS,0.031,17.124
2017,32132,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.124
2017,32132,020230000,TOWN RICH,0.262,17.124
2017,32132,020230002,GENERAL ASSISTANCE RICH,0.046,17.124
2017,32132,020230003,ROAD AND BRIDGE RICH,0.097,17.124
2017,32132,031050000,VILLAGE OF   RICHTON PARK,2.026,17.124
2017,32132,031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,0.000,17.124
2017,32132,041130000,SCHOOL DISTRICT 159,7.316,17.124
2017,32132,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.124
2017,32132,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.124
2017,32132,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.124
2017,32132,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.124
2017,32133,010010000,COUNTY OF COOK,0.496,17.182
2017,32133,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32133,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32133,020230000,TOWN RICH,0.262,17.182
2017,32133,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32133,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32133,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32133,031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,0.000,17.182
2017,32133,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32133,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32133,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32133,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32133,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32133,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32134,010010000,COUNTY OF COOK,0.496,17.182
2017,32134,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32134,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32134,020230000,TOWN RICH,0.262,17.182
2017,32134,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32134,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32134,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32134,031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,0.000,17.182
2017,32134,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32134,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32134,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32134,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32134,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32134,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32135,010010000,COUNTY OF COOK,0.496,20.795
2017,32135,010010001,CONSOLIDATED ELECTIONS,0.031,20.795
2017,32135,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,20.795
2017,32135,020230000,TOWN RICH,0.262,20.795
2017,32135,020230002,GENERAL ASSISTANCE RICH,0.046,20.795
2017,32135,020230003,ROAD AND BRIDGE RICH,0.097,20.795
2017,32135,031280000,VILLAGE OF UNIVERSITY PARK,6.105,20.795
2017,32135,041160000,SCHOOL DISTRICT 162,6.413,20.795
2017,32135,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,20.795
2017,32135,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,20.795
2017,32135,060515000,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,0.495,20.795
2017,32135,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,20.795
2017,32135,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,20.795
2017,32136,010010000,COUNTY OF COOK,0.496,14.288
2017,32136,010010001,CONSOLIDATED ELECTIONS,0.031,14.288
2017,32136,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,14.288
2017,32136,020230000,TOWN RICH,0.262,14.288
2017,32136,020230002,GENERAL ASSISTANCE RICH,0.046,14.288
2017,32136,020230003,ROAD AND BRIDGE RICH,0.097,14.288
2017,32136,041160000,SCHOOL DISTRICT 162,6.413,14.288
2017,32136,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,14.288
2017,32136,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,14.288
2017,32136,060515000,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,0.495,14.288
2017,32136,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,14.288
2017,32137,010010000,COUNTY OF COOK,0.496,15.001
2017,32137,010010001,CONSOLIDATED ELECTIONS,0.031,15.001
2017,32137,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.001
2017,32137,020230000,TOWN RICH,0.262,15.001
2017,32137,020230002,GENERAL ASSISTANCE RICH,0.046,15.001
2017,32137,020230003,ROAD AND BRIDGE RICH,0.097,15.001
2017,32137,041160000,SCHOOL DISTRICT 162,6.413,15.001
2017,32137,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,15.001
2017,32137,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,15.001
2017,32137,070520000,SUNNYCREST FIRE PROTECTION DISTRICT,0.806,15.001
2017,32137,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,0.000,15.001
2017,32137,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,15.001
2017,32137,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.001
2017,32138,010010000,COUNTY OF COOK,0.496,17.671
2017,32138,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32138,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32138,020230000,TOWN RICH,0.262,17.671
2017,32138,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32138,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32138,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32138,030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,0.000,17.671
2017,32138,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32138,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32138,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32138,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32138,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32138,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32139,010010000,COUNTY OF COOK,0.496,17.671
2017,32139,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32139,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32139,020230000,TOWN RICH,0.262,17.671
2017,32139,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32139,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32139,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32139,030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,0.000,17.671
2017,32139,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32139,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32139,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32139,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32139,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32139,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32140,010010000,COUNTY OF COOK,0.496,17.269
2017,32140,010010001,CONSOLIDATED ELECTIONS,0.031,17.269
2017,32140,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.269
2017,32140,020230000,TOWN RICH,0.262,17.269
2017,32140,020230002,GENERAL ASSISTANCE RICH,0.046,17.269
2017,32140,020230003,ROAD AND BRIDGE RICH,0.097,17.269
2017,32140,030740000,VILLAGE OF   MATTESON,1.938,17.269
2017,32140,030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,0.000,17.269
2017,32140,041130000,SCHOOL DISTRICT 159,7.316,17.269
2017,32140,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.269
2017,32140,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.269
2017,32140,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.269
2017,32140,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.269
2017,32141,010010000,COUNTY OF COOK,0.496,20.393
2017,32141,010010001,CONSOLIDATED ELECTIONS,0.031,20.393
2017,32141,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,20.393
2017,32141,020230000,TOWN RICH,0.262,20.393
2017,32141,020230002,GENERAL ASSISTANCE RICH,0.046,20.393
2017,32141,020230003,ROAD AND BRIDGE RICH,0.097,20.393
2017,32141,031280000,VILLAGE OF UNIVERSITY PARK,6.105,20.393
2017,32141,041160000,SCHOOL DISTRICT 162,6.413,20.393
2017,32141,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,20.393
2017,32141,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,20.393
2017,32141,060515000,UNIVERSITY PARK PUBLIC LIBRARY DISTRICT,0.495,20.393
2017,32141,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,20.393
2017,32142,010010000,COUNTY OF COOK,0.496,17.182
2017,32142,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32142,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32142,020230000,TOWN RICH,0.262,17.182
2017,32142,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32142,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32142,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32142,031050102,VIL OF RICHTON PARK SPECIAL SERVICE AREA 3,0.000,17.182
2017,32142,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32142,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32142,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
2017,32142,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,17.182
2017,32142,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.182
2017,32142,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.182
2017,32143,010010000,COUNTY OF COOK,0.496,35.188
2017,32143,010010001,CONSOLIDATED ELECTIONS,0.031,35.188
2017,32143,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,35.188
2017,32143,020230000,TOWN RICH,0.262,35.188
2017,32143,020230002,GENERAL ASSISTANCE RICH,0.046,35.188
2017,32143,020230003,ROAD AND BRIDGE RICH,0.097,35.188
2017,32143,031000000,VILLAGE OF   PARK FOREST,13.213,35.188
2017,32143,031000001,VILLAGE OF PARK FOREST LIBRARY FUND,1.691,35.188
2017,32143,031000502,TIF VIL OF PARK FOREST-NORWOOD SQUARE,0.000,35.188
2017,32143,041170000,SCHOOL DISTRICT 163,12.904,35.188
2017,32143,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,35.188
2017,32143,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,35.188
2017,32143,080350000,THORN CREEK BASIN SANITARY DISTRICT,0.000,35.188
2017,32143,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,35.188
2017,32144,010010000,COUNTY OF COOK,0.496,8.628
2017,32144,010010001,CONSOLIDATED ELECTIONS,0.031,8.628
2017,32144,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,8.628
2017,32144,020230000,TOWN RICH,0.262,8.628
2017,32144,020230002,GENERAL ASSISTANCE RICH,0.046,8.628
2017,32144,020230003,ROAD AND BRIDGE RICH,0.097,8.628
2017,32144,030440000,VILLAGE OF FRANKFORT,0.338,8.628
2017,32144,041115000,SCHOOL DISTRICT 157-C,3.852,8.628
2017,32144,042125000,LINCOLNWAY HIGH SCHOOL 210,2.142,8.628
2017,32144,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,8.628
2017,32144,050370000,FRANKFORT PARK DISTRICT,0.227,8.628
2017,32144,060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,0.203,8.628
2017,32144,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,8.628
2017,32144,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,8.628
2017,32145,010010000,COUNTY OF COOK,0.496,16.768
2017,32145,010010001,CONSOLIDATED ELECTIONS,0.031,16.768
2017,32145,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.768
2017,32145,020230000,TOWN RICH,0.262,16.768
2017,32145,020230002,GENERAL ASSISTANCE RICH,0.046,16.768
2017,32145,020230003,ROAD AND BRIDGE RICH,0.097,16.768
2017,32145,030740000,VILLAGE OF   MATTESON,1.938,16.768
2017,32145,030740503,TIF VIL OF MATTESON-LINCOLN HWY/CICERO,0.000,16.768
2017,32145,041160000,SCHOOL DISTRICT 162,6.413,16.768
2017,32145,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.768
2017,32145,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.768
2017,32145,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,16.768
2017,32145,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.768
2017,32145,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.768
2017,32146,010010000,COUNTY OF COOK,0.496,15.819
2017,32146,010010001,CONSOLIDATED ELECTIONS,0.031,15.819
2017,32146,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,15.819
2017,32146,020230000,TOWN RICH,0.262,15.819
2017,32146,020230002,GENERAL ASSISTANCE RICH,0.046,15.819
2017,32146,020230003,ROAD AND BRIDGE RICH,0.097,15.819
2017,32146,031050000,VILLAGE OF   RICHTON PARK,2.026,15.819
2017,32146,041160000,SCHOOL DISTRICT 162,6.413,15.819
2017,32146,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,15.819
2017,32146,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,15.819
2017,32146,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,15.819
2017,32147,010010000,COUNTY OF COOK,0.496,16.206
2017,32147,010010001,CONSOLIDATED ELECTIONS,0.031,16.206
2017,32147,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.206
2017,32147,020230000,TOWN RICH,0.262,16.206
2017,32147,020230002,GENERAL ASSISTANCE RICH,0.046,16.206
2017,32147,020230003,ROAD AND BRIDGE RICH,0.097,16.206
2017,32147,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,16.206
2017,32147,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,16.206
2017,32147,041160000,SCHOOL DISTRICT 162,6.413,16.206
2017,32147,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.206
2017,32147,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.206
2017,32147,080050000,CRAWFORD COUNTRYSIDE SANITARY DISTRICT,0.000,16.206
2017,32147,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.206
2017,32147,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.206
2017,32148,010010000,COUNTY OF COOK,0.496,18.085
2017,32148,010010001,CONSOLIDATED ELECTIONS,0.031,18.085
2017,32148,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.085
2017,32148,020230000,TOWN RICH,0.262,18.085
2017,32148,020230002,GENERAL ASSISTANCE RICH,0.046,18.085
2017,32148,020230003,ROAD AND BRIDGE RICH,0.097,18.085
2017,32148,031050000,VILLAGE OF   RICHTON PARK,2.026,18.085
2017,32148,031050104,VIL OF RICHTON PARK SPECIAL SERV AREA #5,0.000,18.085
2017,32148,041130000,SCHOOL DISTRICT 159,7.316,18.085
2017,32148,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.085
2017,32148,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.085
2017,32148,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,18.085
2017,32148,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32148,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32149,010010000,COUNTY OF COOK,0.496,17.327
2017,32149,010010001,CONSOLIDATED ELECTIONS,0.031,17.327
2017,32149,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.327
2017,32149,020230000,TOWN RICH,0.262,17.327
2017,32149,020230002,GENERAL ASSISTANCE RICH,0.046,17.327
2017,32149,020230003,ROAD AND BRIDGE RICH,0.097,17.327
2017,32149,031050000,VILLAGE OF   RICHTON PARK,2.026,17.327
2017,32149,041130000,SCHOOL DISTRICT 159,7.316,17.327
2017,32149,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.327
2017,32149,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.327
2017,32149,060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,0.203,17.327
2017,32149,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.327
2017,32149,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.327
2017,32150,010010000,COUNTY OF COOK,0.496,18.085
2017,32150,010010001,CONSOLIDATED ELECTIONS,0.031,18.085
2017,32150,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,18.085
2017,32150,020230000,TOWN RICH,0.262,18.085
2017,32150,020230002,GENERAL ASSISTANCE RICH,0.046,18.085
2017,32150,020230003,ROAD AND BRIDGE RICH,0.097,18.085
2017,32150,031050000,VILLAGE OF   RICHTON PARK,2.026,18.085
2017,32150,031050103,VIL OF RICHTON PARK SPECIAL SERVICE AREA 4,0.000,18.085
2017,32150,041130000,SCHOOL DISTRICT 159,7.316,18.085
2017,32150,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,18.085
2017,32150,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,18.085
2017,32150,060430000,RICHTON PARK PUBLIC LIBRARY DISTRICT,0.961,18.085
2017,32150,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,18.085
2017,32150,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,18.085
2017,32151,010010000,COUNTY OF COOK,0.496,17.671
2017,32151,010010001,CONSOLIDATED ELECTIONS,0.031,17.671
2017,32151,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.671
2017,32151,020230000,TOWN RICH,0.262,17.671
2017,32151,020230002,GENERAL ASSISTANCE RICH,0.046,17.671
2017,32151,020230003,ROAD AND BRIDGE RICH,0.097,17.671
2017,32151,030740000,VILLAGE OF   MATTESON,1.938,17.671
2017,32151,030740504,TIF VIL OF MATTESON-5,0.000,17.671
2017,32151,041130000,SCHOOL DISTRICT 159,7.316,17.671
2017,32151,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.671
2017,32151,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.671
2017,32151,060295000,MATTESON AREA PUBLIC LIBRARY DISTRICT,0.635,17.671
2017,32151,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,17.671
2017,32151,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,17.671
2017,32151,130010000,DRAINAGE DISTRICT  2 TOWN OF RICH,0.000,17.671
2017,32152,010010000,COUNTY OF COOK,0.496,16.978
2017,32152,010010001,CONSOLIDATED ELECTIONS,0.031,16.978
2017,32152,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,16.978
2017,32152,020230000,TOWN RICH,0.262,16.978
2017,32152,020230002,GENERAL ASSISTANCE RICH,0.046,16.978
2017,32152,020230003,ROAD AND BRIDGE RICH,0.097,16.978
2017,32152,030930000,VILLAGE OF   OLYMPIA FIELDS,1.886,16.978
2017,32152,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,0.125,16.978
2017,32152,030930500,TIF VIL OF OLYMPIA FIELDS-LINCOLN/WESTERN,0.000,16.978
2017,32152,041160000,SCHOOL DISTRICT 162,6.413,16.978
2017,32152,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,16.978
2017,32152,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,16.978
2017,32152,050770000,OLYMPIA FIELDS PARK DISTRICT,0.772,16.978
2017,32152,080180000,METRO WATER RECLAMATION DIST OF GR CHGO,0.402,16.978
2017,32152,090040000,SOUTH COOK COUNTY MOSQ ABATEMENT DIST,0.016,16.978
2017,32153,010010000,COUNTY OF COOK,0.496,17.182
2017,32153,010010001,CONSOLIDATED ELECTIONS,0.031,17.182
2017,32153,010020000,FOREST PRESERVE DISTRICT OF COOK COUNTY,0.062,17.182
2017,32153,020230000,TOWN RICH,0.262,17.182
2017,32153,020230002,GENERAL ASSISTANCE RICH,0.046,17.182
2017,32153,020230003,ROAD AND BRIDGE RICH,0.097,17.182
2017,32153,031050000,VILLAGE OF   RICHTON PARK,2.026,17.182
2017,32153,041160000,SCHOOL DISTRICT 162,6.413,17.182
2017,32153,042230000,RICH TOWNSHIP HIGH SCHOOL  227,5.916,17.182
2017,32153,043070000,PRAIRIE STATE COMM COLLEGE DISTRICT 515,0.454,17.182
